"coloration.key","variable","Label","Display.Order","Color","R","G","B","hexvalue","shape","size","alpha"
"Europe","Other Central and Eastern Europe","Other Central and Eastern Europe",52,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"Aggregate","Total Equipment","Total Equipment",1,"blue",79,129,189,"#4F81BD",NA,NA,NA
"Aggregate","Total Personnel","Total Personnel",2,"Red, Accent 1",192,80,77,"#C0504D",NA,NA,NA
"Aggregate","Total O&M/Other","Total O&M/Other",3,"Purple, Accent 1",128,100,162,"#8064A2",NA,NA,NA
"Aggregate","Total Infrastructure","Total Infrastructure",4,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"Aggregate","Total R&D","Total R&D (Not additive)",5,"light blue",149,179,215,"#95B3D7",NA,NA,NA
"Aggregate","DefSpendDelt","% Change in Defense Spending",2,"black",0,0,0,"#000000",NA,NA,NA
"Aggregate","EquSpendDelt","% Change in Equipment Spending",3,"black",0,0,0,"#000000",NA,NA,NA
"Aggregate","DefSpendDelt_lead","% Change in Defense Spending (t+1)",2,"black",0,0,0,"#000000",NA,NA,NA
"Aggregate","EquSpendDelt_lead","% Change in Equipment Spending (t+1)",3,"black",0,0,0,"#000000",NA,NA,NA
"Aggregate","DefSpread","% Defense Spending Polling Spread",1,"black",0,0,0,"#000000",NA,NA,NA
"Aggregate","EUldrSpread","% European Leadership Spending Polling Spread",1,"black",0,0,0,"#000000",NA,NA,NA
"Aggregate","NATOessSpread","% NATO Essential Polling Spread",1,"black",0,0,0,"#000000",NA,NA,NA
"Aggregate","NATO.EUspread","% NATO-EU Convergence Polling Spread",1,"black",0,0,0,"#000000",NA,NA,NA
"Aggregate","Cab_left_right","Cabinet Left-Right",1,"black",0,0,0,"#000000",NA,NA,NA
"Aggregate","Cab_liberty_authority","Cabinet Left-Right",1,"black",0,0,0,"#000000",NA,NA,NA
"Aggregate","Cab_eu_anti_pro","Cabinet Left-Right",1,"black",0,0,0,"#000000",NA,NA,NA
"Aggregate","Opp_left_right","Cabinet Left-Right",1,"black",0,0,0,"#000000",NA,NA,NA
"Aggregate","Opp_liberty_authority","Cabinet Left-Right",1,"black",0,0,0,"#000000",NA,NA,NA
"Aggregate","Opp_eu_anti_pro","Cabinet Left-Right",1,"black",0,0,0,"#000000",NA,NA,NA
"SIPRI","Arms Exported","Arms Exported",1,"peach",253,200,200,"#FDC8C8",NA,NA,NA
"SIPRI","Arms Imported","Arms Imported",2,"blue",79,129,189,"#4F81BD",NA,NA,NA
"SIPRI","USA","USA",1,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"SIPRI","Africa","Africa",2,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"SIPRI","The Americas & Caribbean","The Americas & Caribbean",3,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"SIPRI","Americas (Other)","Americas (Excluding the United States)",4,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"SIPRI","Indonesia","Indonesia",5,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"SIPRI","Asia (Other)","Asia (Other)",6,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"SIPRI","Asia","Asia",7,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"SIPRI","France/Germany/UK","France/Germany/UK",8,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"SIPRI","Turkey","Turkey",9,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"SIPRI","Europe & Russia (Other)","Europe & Russia (Other)",10,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"SIPRI","Europe & Russia","Europe & Russia",11,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"SIPRI","Europe (All Other)","Europe (All Other)",12,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"SIPRI","Middle East","Middle East",13,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"SIPRI","Nonstate Actor","Nonstate Actor",14,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"SIPRI","RestOfWorld","Rest of World",15,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"SIPRI","Aircraft","Aircraft",16,"Olive Green",155,187,89,"#93CDDD",NA,NA,NA
"SIPRI","Armoured Vehicles and Artillery","Armoured Vehicles and Artillery",17,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"SIPRI","Ships","Ships",18,"Olive Green",155,187,89,"#0070C0",NA,NA,NA
"SIPRI","Engines","Engines",19,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"SIPRI","Missiles, Air Defense, and ASW","Missiles, Air Defense, and ASW",20,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"SIPRI","Sensors","Sensors",21,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"SIPRI","Other","Other",22,"Olive Green",155,187,89,"#DB8403",NA,NA,NA
"SIPRI","Unknown","Unknown",23,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"SIPRI","Total","Total",24,"Olive Green",155,187,89,"#9BBB59",NA,NA,NA
"PlatformPortfolio","Aircraft and Drones","Aircraft and Drones",1,NA,80,137,188,"#5089BC",NA,NA,NA
"PlatformPortfolio","Ships & Submarines","Ships & Submarines",2,NA,192,80,77,"#C0504D",NA,NA,NA
"PlatformPortfolio","Land Vehicles","Land Vehicles",3,NA,155,187,89,"#9BBB59",NA,NA,NA
"PlatformPortfolio","Missile and Space Systems","Missile and Space Systems",4,NA,128,100,168,"#8064A8",NA,NA,NA
"PlatformPortfolio","Weapons and Ammunition","Weapons and Ammunition",5,NA,75,172,198,"#4BACC6",NA,NA,NA
"PlatformPortfolio","Other Products","Other Products",6,NA,237,125,49,"#93A9CF",NA,NA,NA
"PlatformPortfolio","Electronics and Communications","Electronics and Comm.",7,NA,220,144,138,"#DC908A",NA,NA,NA
"PlatformPortfolio","Facilities and Construction","Facilities and Construction",8,NA,255,217,102,"#FFD966",NA,NA,NA
"PlatformPortfolio","Other Services","Other Services",9,NA,161,199,123,"#C0504D",NA,NA,NA
"PlatformPortfolio","Other R&D and Knowledge Based","Other R&D and Know. Based",10,NA,157,195,230,"#9DC3E6",NA,NA,NA
"PlatformPortfolio","Unlabeled","Unlabeled",11,"reddish gray",150,120,120,"#967878",NA,NA,NA
"PlatformPortfolio","Other","Other",9,NA,161,199,123,"#DB8403",NA,NA,NA
"Deployment","Dividends","Dividends",1,"orange",219,132,3,"#DB8403",NA,NA,NA
"Deployment","Acquisitions","Acquisitions",4,"olive green",137,165,78,"#89A54E",NA,NA,NA
"Deployment","Capital Expenditures","Capital Expenditures",5,"purple",113,88,143,"#71588F",NA,NA,NA
"Deployment","Interest","Interest",7,"red",170,70,67,"#AA4643",NA,NA,NA
"Deployment","Debt Reduction","Debt Reduction",3,"teal",65,152,175,"#4198AF",NA,NA,NA
"Deployment","Share Buyback","Share Buyback",2,"dark blue",69,114,167,"#4572A7",NA,NA,NA
"Deployment","Taxes","Taxes",8,"dark gray",128,128,128,"#808080",NA,NA,NA
"Deployment","R&D Expenditure","R&D Expenditure",6,"pink",217,150,148,"#D99694",NA,NA,NA
"Regime","YOUNG","YOUNG (FY2007 is Year 0, FY2012 is Year 5)",1,"red",170,70,67,"#AA4643",NA,NA,NA
"Regime","CARTER\n pre-IFT","CARTER pre-IFT (FY2009 is Year 0, FY2014 is Year 5)",2,"olive green",137,165,78,"#89A54E",NA,NA,NA
"Regime","CARTER","CARTER (FY2009 is Year 0, FY2014 is Year 5)",2,"olive green",137,165,78,"#89A54E",NA,NA,NA
"Regime","Small Business\nTask Force","Small Business Task Force (FY2010 is Year 0, FY2014 is Year 4)",3,"blue",79,129,189,"#4F81BD",NA,NA,NA
"Regime","BBP2","BBP2 (FY2013 is Year 0, FY2014 is Year 1)",4,"orange",219,132,3,"#DB8403",NA,NA,NA
"Regime","KENDALL","KENDALL (FY2012 is Year 0, FY2014 is Year 2)",3,"blue",79,129,189,"#4F81BD",NA,NA,NA
"Regime","CARTER\npre-BBP","CARTER pre-BBP (FY2009 is Year 0, FY2014 is Year 5)",2,"olive green",137,165,78,"#89A54E",NA,NA,NA
"Regime","BBP1","BBP1 (FY2011 is Year 0, FY2014 is Year 3)",3,"blue",79,129,189,"#4F81BD",NA,NA,NA
"Regime","CARTER\npre-2009 NDAA\nSec. 864 Impl.","CARTER pre-2009 NDAA Sec. 864 Impl. (FY2009 is Year 0, FY2014 is Year 5)",2,"olive green",137,165,78,"#89A54E",NA,NA,NA
"Regime"," 2009 NDAA\nSec. 864 Impl.","2009 NDAA Sec. 864 Impl. (FY2011 is Year 0, FY2014 is Year 3)",3,"blue",79,129,189,"#4F81BD",NA,NA,NA
"Regime","CARTER pre-Task\n& Delivery Comp.","CARTER pre-Task & Delivery Comp. (FY2009 is Year 0, FY2014 is Year 5)",2,"olive green",137,165,78,"#89A54E",NA,NA,NA
"Regime","Task &\nDelivery Comp.","Task & Delivery Comp. (FY2010 is Year 0, FY2014 is Year 4)",3,"blue",79,129,189,"#4F81BD",NA,NA,NA
"Regime","Impl. of\n863-09","Impl. Of 863-09 (FY2012 is Year 0, FY2014 is Year 2)",4,"orange",219,132,3,"#DB8403",NA,NA,NA
"Regime","Section 808\nFY12 NDAA\nImplem.","Section 808 FY12 NDAA Implem. (FY2012 is Year 0, FY2014 is Year 4)",4,"orange",219,132,3,"#DB8403",NA,NA,NA
"MajorCommand","DCMDNE","DCMDNE",29,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","11CONS","11CONS",29,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","AF INSTALLATION CONTRACTING AGENCY","AF INSTALLATION CONTRACTING AGENCY",76,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","AIR FORCE DISTRICT OF WASHINGTON","AIR FORCE DISTRICT OF WASHINGTON",34,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","ARMY CONTRACTING AGENCY","ARMY CONTRACTING AGENCY",54,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","ARMY MATERIAL COMMAND","ARMY MATERIAL COMMAND",55,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DCMA, HQ, PROCUREMENT CENTER","DCMA, HQ \n PROCUREMENT CENTER",77,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DEFENSE CONTRACT MANAGEMENT DISTRICT NORTHEAST","DEFENSE CONTRACT MANAGEMENT DISTRICT NORTHEAST",4,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DEFENSE CONTRACT MANAGEMENT DISTRICT WEST","DEFENSE CONTRACT MANAGEMENT DISTRICT WEST",3,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DEFENSE CONTRACTING COMMAND WASHINGTON","DEFENSE CONTRACTING COMMAND WASHINGTON",57,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DEFENSE DISTRIBUTION REGION WEST","DEFENSE DISTRIBUTION REGION WEST",5,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DEFENSE SUPPLY CENTER, COLUMBUS","DEFENSE SUPPLY CENTER \n COLUMBUS",11,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DEFENSE SUPPLY CENTER, PHILADELPHIA","DEFENSE SUPPLY CENTER \n PHILADELPHIA",12,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DEFENSE SUPPLY CENTER, RICHMOND","DEFENSE SUPPLY CENTER \n RICHMOND",13,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DISABILITY SERVICES OF THE SOUTHWEST","DISABILITY SERVICES OF THE SOUTHWEST",44,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DLA AVIATION","DLA AVIATION",19,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DLA CONTRACTING SERVICES OFFICE","DLA CONTRACTING \n SERVICES OFFICE",21,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DLA DISPOSITION SERVICES","DLA DISPOSITION SERVICES",10,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DLA DISTRIBUTION","DLA DISTRIBUTION",7,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DLA DOCUMENT SVCS","DLA DOCUMENT SVCS",6,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DLA ENERGY","DLA ENERGY",8,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DSCC","DSCC",8,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DSCP","DSCP",8,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DSCR","DSCR",8,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","CONSTRUCTION & EQUIPMENT","CONSTRUCTION & EQUIPMENT",8,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DLA TROOP SUPT MED ","DLA TROOP SUPT MED ",8,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DLA TROOP SUPT C&T","DLA TROOP SUPT C&T",8,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DCSO","DCSO",8,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DLA LAND","DLA LAND",15,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DLA LOGISTICS INFORMATION SERVICE","DLA LOGISTICS \n INFORMATION SERVICE",75,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DLA MARITIME","DLA MARITIME",16,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DLA STRATEGIC MATERIALS","DLA STRATEGIC MATERIALS",9,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DLA TROOP SUPPORT CONSTRUCTION & EQUIPMENT","DLA TROOP SUPPORT \n CONSTRUCTION & EQUIPMENT",14,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DLA TROOP SUPPORT MEDICAL","DLA TROOP SUPPORT \n MEDICAL",17,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DLA TROOP SUPT CLOTHING & TEXTILE","DLA TROOP SUPPORT \n CLOTHING & TEXTILE",20,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","DLA TROOP SUPT SUB","DLA TROOP SUPPORT \n SUB",18,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","FOOD SAFETY AND INSPECTION SERVICE","FOOD SAFETY AND INSPECTION SERVICE",1,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","JOINT CONTRACTING COMMAND IRAQ/AFGHANISTAN","JOINT CONTRACTING COMMAND IRAQ/AFGHANISTAN",52,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","MILITARY DISTRICT OF WASHINGTON","MILITARY DISTRICT OF WASHINGTON",41,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","MILITARY TRAFFIC MANAGEMENT COMMAND","MILITARY TRAFFIC MANAGEMENT COMMAND",42,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","NATIONAL GUARD BUREAU","NATIONAL GUARD BUREAU",47,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","NAVAL INFORMATION SYSTEMS MANAGEMENT CENTER","NAVAL INFORMATION SYSTEMS MANAGEMENT CENTER",69,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","OFFICE OF NAVAL RESEARCH","OFFICE OF NAVAL RESEARCH",68,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","OPERATIONAL TEST & EVALUATION COMMAND","OPERATIONAL TEST & EVALUATION COMMAND",38,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","SPACE AND MISSILE DEFENSE COMMAND","SPACE AND MISSILE DEFENSE COMMAND",49,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","THE EIGTH UNITED STATES ARMY","THE EIGTH UNITED STATES ARMY",45,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. AIR FORCE AIR COMBAT COMMAND","U.S. AIR FORCE AIR COMBAT COMMAND",24,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. AIR FORCE AIR EDUCATION AND TRAINING COMMAND","U.S. AIR FORCE AIR EDUCATION AND TRAINING COMMAND",32,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. AIR FORCE AIR MOBILITY COMMAND","U.S. AIR FORCE AIR MOBILITY COMMAND",33,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. AIR FORCE GLOBAL STRIKE COMMAND","U.S. AIR FORCE GLOBAL STRIKE COMMAND",72,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. AIR FORCE INTELLIGENCE, SURVEILLANCE, AND RECONNAISSANCE AGENCY","U.S. AIR FORCE INTELLIGENCE, \n SURVEILLANCE, AND RECONNAISSANCE AGENCY",73,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. AIR FORCE MATERIAL COMMAND","U.S. AIR FORCE MATERIAL COMMAND",22,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. AIR FORCE OPERATIONAL TEST AND EVALUATION CENTER","U.S. AIR FORCE OPERATIONAL TEST AND EVALUATION CENTER",30,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. AIR FORCE PACIFIC AIR FORCES","U.S. AIR FORCE PACIFIC AIR FORCES",25,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. AIR FORCE RESERVE COMMAND","U.S. AIR FORCE RESERVE COMMAND",27,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. AIR FORCE SPACE COMMAND","U.S. AIR FORCE SPACE COMMAND",23,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. AIR FORCE SPECIAL OPERATIONS COMMAND","U.S. AIR FORCE SPECIAL OPERATIONS COMMAND",31,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. AIR FORCES IN EUROPE AND AIR FORCES IN AFRICA","U.S. AIR FORCES IN EUROPE AND AIR FORCES IN AFRICA",26,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. ARMY CENTRAL COMMAND","U.S. ARMY CENTRAL COMMAND",43,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. ARMY CENTRAL COMMAND - JOINT THEATER SUPPORT CONTRACTING COMMAND","U.S. ARMY CENTRAL COMMAND - JOINT THEATER SUPPORT CONTRACTING COMMAND",74,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. Army Corps of Engineers","U.S. Army Corps of Engineers",50,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. ARMY CORPS OF ENGINEERS ","U.S. ARMY CORPS OF ENGINEERS ",2,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. ARMY FORCES COMMAND","U.S. ARMY FORCES COMMAND",46,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. ARMY INTELLIGENCE & SECURITY COMMAND","U.S. ARMY INTELLIGENCE & SECURITY COMMAND",58,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. ARMY MEDICAL COMMAND","U.S. ARMY MEDICAL COMMAND",53,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. ARMY MEDICAL RESEARCH ACQUISITION ACTIVITY","U.S. ARMY MEDICAL RESEARCH ACQUISITION ACTIVITY",59,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. ARMY MEDICAL RESEARCH AND MATERIEL COMMAND","U.S. ARMY MEDICAL RESEARCH AND MATERIEL COMMAND",51,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. ARMY MILITARY SURFACE DEPLOYMENT AND DISTRIBUTION COMMAND","U.S. ARMY MILITARY SURFACE DEPLOYMENT AND DISTRIBUTION COMMAND",48,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. ARMY PACIFIC COMMAND","U.S. ARMY PACIFIC COMMAND",35,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. ARMY PROGRAM EXECUTIVE OFFICE FOR SIMULATION, TRAINING, & INSTRUMENTATION","U.S. ARMY PROGRAM EXECUTIVE OFFICE FOR \n SIMULATION, TRAINING, & INSTRUMENTATION",70,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. ARMY SOUTH","U.S. ARMY SOUTH",36,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. ARMY TEST AND EVALUATION COMMAND","U.S. ARMY TEST AND EVALUATION COMMAND",56,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. ARMY TRAINING & DOCTRINE COMMAND","U.S. ARMY TRAINING & DOCTRINE COMMAND",39,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. NAVY MILITARY SEALIFT COMMAND","U.S. NAVY MILITARY SEALIFT COMMAND",62,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. NAVY NAVAL AIR SYSTEMS COMMAND","U.S. NAVY NAVAL AIR SYSTEMS COMMAND",60,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. NAVY NAVAL FACILITIES ENGINEERING COMMAND","U.S. NAVY NAVAL FACILITIES ENGINEERING COMMAND",63,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. NAVY NAVAL SEA SYSTEMS COMMAND","U.S. NAVY NAVAL SEA SYSTEMS COMMAND",64,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND","U.S. NAVY NAVAL SUPPLY SYSTEMS COMMAND",61,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. NAVY SPACE AND NAVAL WARFARE SYSTEMS COMMAND","U.S. NAVY SPACE AND NAVAL WARFARE SYSTEMS COMMAND",67,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","U.S. NAVY STRATEGIC SYSTEMS PROGRAMS","U.S. NAVY STRATEGIC SYSTEMS PROGRAMS",65,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","Uncategorized","Uncategorized",78,"red",170,70,67,"#EEECE1",NA,NA,NA
"MajorCommand","UNITED STATES AIR FORCE ACADEMY","UNITED STATES AIR FORCE ACADEMY",28,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","UNITED STATES MARINE CORPS","UNITED STATES MARINE CORPS",66,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","US ARMY CONTRACTING COMMAND EUROPE","US ARMY CONTRACTING COMMAND EUROPE",40,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","US ARMY SERVICES AND OPERATIONS AGENCY","US ARMY SERVICES AND OPERATIONS AGENCY",71,"red",170,70,67,"#AA4643",NA,NA,NA
"MajorCommand","WEST POINT","WEST POINT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","RICHMOND, VA","RICHMOND, VA",1,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","DLA AVIATION AT PHILADELPHIA, PA","PHILADELPHIA, PA",2,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","OKLAHOMA CITY, OK","OKLAHOMA CITY, OK",3,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","DLA AVIATION AT HUNTSVILLE, AL","HUNTSVILLE, AL",4,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","DLA WARNER ROBINS","WARNER ROBINS",5,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","OGDEN, UT","OGDEN, UT",6,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","OTHER","OTHER",7,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","89 CONS/LGC","89 CONS/LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","8TH MARINE CORPS DISTRICT","8TH MARINE CORPS DISTRICT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","9 CONS/CC","9 CONS/CC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","90 CONS/LGCW","90 CONS/LGCW",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","914 AW/LGC","914 AW/LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","92 CONS/LGC","92 CONS/LGC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","97 CONS/CC","97 CONS/CC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","99 CONS/CC","99 CONS/CC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","AAC/PK  AF DEVELOPMENT TEST CENT","AAC/PK  AF DEVELOPMENT TEST CENT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","AAC/PKO  OPERATIONAL CONTRACTING","AAC/PKO  OPERATIONAL CONTRACTING",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","AAC/PKR","AAC/PKR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","AAC/PKZ","AAC/PKZ",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","AAC/WMK","AAC/WMK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","AAC/YAK","AAC/YAK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","AAC/YHK","AAC/YHK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","AAC/YUK","AAC/YUK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","AAC/YVK","AAC/YVK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","ACA, 5TH SIGNAL COMMAND","ACA, 5TH SIGNAL COMMAND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","ACA, ABERDEEN PROVING GROUND","ACA, ABERDEEN PROVING GROUND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","ACA, ARMY BASEOPS SUPPORT ACTIVI","ACA, ARMY BASEOPS SUPPORT ACTIVI",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","ACA, DUGWAY PROVING GROUND","ACA, DUGWAY PROVING GROUND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","ACA, FORT BENNING","ACA, FORT BENNING",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","ACA, FORT BLISS","ACA, FORT BLISS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","ACA, FORT BRAGG","ACA, FORT BRAGG",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","ACA, FORT CAMPBELL","ACA, FORT CAMPBELL",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","ACA, FORT CARSON","ACA, FORT CARSON",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","ACA, FORT DIX","ACA, FORT DIX",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","ACA, FORT DRUM","ACA, FORT DRUM",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","ACA, FORT GORDON","ACA, FORT GORDON",37,"red",170,70,67,"#AA4643",NA,NA,NA
